sample_id,size,size_kb,gc,predicted_mobility,total_defense_count,defense_richness,shannon_diversity,has_defense,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,cat_BREX,cat_CBASS,cat_CRISPR-Cas,cat_DISARM,cat_Druantia,cat_Other,cat_Phage Defense,cat_Restriction-Modification,cat_pAgo
NZ_CP090374.1,34475,34.475,0.615257433,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum sp021431925,0,0,0,0,0,0,0,0,0
NZ_CP095006.1,406045,406.045,0.556768338,non-mobilizable,4,3,1.0397207708399179,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,s__Halococcus morrhuae,1,0,0,0,0,1,0,2,0
NZ_CP095007.1,260739,260.739,0.566328781,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,s__Halococcus morrhuae,0,0,0,0,0,0,0,0,0
NZ_CP095008.1,123302,123.302,0.570809881,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,s__Halococcus morrhuae,0,0,0,0,0,0,0,1,0
NZ_CP095009.1,350887,350.887,0.578491081,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,s__Halococcus morrhuae,0,0,1,0,0,0,0,0,0
NZ_CP095010.1,56956,56.956,0.565875413,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,s__Halococcus morrhuae,0,0,0,0,0,0,0,0,0
NZ_CP095398.1,861699,861.699,0.59248183,non-mobilizable,3,2,0.6365141682948128,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Halovarius,s__Halovarius luteus,0,0,1,0,0,2,0,0,0
NZ_CP095399.1,93900,93.9,0.545676251,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Halovarius,s__Halovarius luteus,0,0,0,0,0,0,0,0,0
NZ_CP095483.1,156912,156.912,0.629849852,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorientalis,s__Halorientalis litorea,0,0,0,0,0,0,0,0,0
NZ_CP095484.1,109717,109.717,0.572053556,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorientalis,s__Halorientalis litorea,0,0,0,0,0,1,0,1,0
NZ_CP095485.1,140250,140.25,0.567800357,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorientalis,s__Halorientalis litorea,0,0,0,0,0,0,0,0,0
NZ_CP095486.1,8896,8.896,0.624100719,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorientalis,s__Halorientalis litorea,0,0,0,0,0,0,0,0,0
NZ_CP095492.1,562212,562.212,0.628983373,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__JALIQP01,s__JALIQP01 sp023028105,0,0,0,0,0,0,0,0,0
NZ_CP095493.1,200542,200.542,0.653673545,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__JALIQP01,s__JALIQP01 sp023028105,0,0,0,0,0,0,0,0,0
NZ_CP095494.1,88308,88.308,0.55907732,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__JALIQP01,s__JALIQP01 sp023028105,0,0,1,0,0,0,0,0,0
NZ_CP096020.1,532509,532.509,0.561455299,non-mobilizable,4,3,1.0397207708399179,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023115355,1,0,0,0,0,0,0,2,1
NZ_CP096021.1,415306,415.306,0.547266353,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023115355,0,0,1,0,0,0,0,0,0
NZ_CP096022.1,364940,364.94,0.545708884,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023115355,0,0,0,0,0,0,0,1,0
NZ_CP096023.1,172315,172.315,0.538003076,non-mobilizable,7,6,1.7478680974667573,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023115355,1,0,2,0,0,1,0,3,0
NZ_CP098515.1,154567,154.567,0.574618127,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703775,0,0,0,0,0,0,0,0,0
NZ_CP098516.1,163815,163.815,0.581479108,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703775,0,1,0,0,0,0,0,0,1
NZ_CP098517.1,107228,107.228,0.578729436,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703775,0,0,0,0,1,0,0,0,0
NZ_CP098519.1,124451,124.451,0.558782171,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703795,0,0,0,0,0,1,0,0,0
NZ_CP098520.1,200002,200.002,0.579809202,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703795,0,0,0,0,0,0,0,0,0
NZ_CP099392.1,392952,392.952,0.605926424,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus sp023913515,0,0,0,0,0,0,0,0,0
NZ_CP099393.1,378493,378.493,0.555960084,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus sp023913515,0,0,0,0,0,0,0,0,0
NZ_CP100405.1,363878,363.878,0.592891024,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,0,0,0,0,0,1,0,0,0
NZ_CP100406.1,18001,18.001,0.620576635,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,0,0,0,0,0,0,0,0,0
NZ_CP100408.1,310000,310.0,0.600932258,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,0,0,0,0,0,1,0,0,0
NZ_CP100409.1,187118,187.118,0.549075984,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,0,0,0,0,0,1,0,0,0
NZ_CP100410.1,94501,94.501,0.544502175,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,0,0,0,0,0,0,0,0,0
NZ_CP100446.1,715316,715.316,0.602584033,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp024227435,0,0,0,0,0,0,0,0,0
NZ_CP100447.1,113539,113.539,0.566633492,non-mobilizable,5,4,1.3321790402101223,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp024227435,1,0,0,0,0,0,0,3,1
NZ_CP100449.1,374934,374.934,0.669827223,non-mobilizable,2,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,0,0,0,0,0,2,0,0,0
NZ_CP100450.1,118989,118.989,0.578095454,non-mobilizable,4,3,1.0397207708399179,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,1,0,0,0,0,1,0,2,0
NZ_CP100451.1,159483,159.483,0.594696613,non-mobilizable,4,3,1.0397207708399179,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,0,1,0,0,0,2,0,0,1
NZ_CP100452.1,94505,94.505,0.687953018,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,0,0,0,0,0,0,0,0,0
NZ_CP100453.1,10819,10.819,0.639430631,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,0,0,0,0,0,0,0,0,0
NZ_CP100455.1,617328,617.328,0.679144636,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,0,0,0,0,0,1,0,0,0
NZ_CP100456.1,104301,104.301,0.625727462,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,0,0,0,0,0,0,0,0,0
NZ_CP100457.1,144667,144.667,0.565367361,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,0,0,0,0,0,1,0,0,0
NZ_CP100458.1,81511,81.511,0.546515194,non-mobilizable,5,4,1.3321790402101223,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,1,1,0,0,0,1,0,2,0
NZ_CP100459.1,95860,95.86,0.659566034,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,0,0,0,0,0,0,0,0,0
NZ_CP100460.1,16726,16.726,0.675654669,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,0,0,0,0,0,0,0,0,0
NZ_CP101155.1,147277,147.277,0.566300237,non-mobilizable,4,4,1.3862943611198906,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas sp024298905,0,1,0,0,0,1,0,1,1
NZ_CP101324.1,107365,107.365,0.584482839,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas gomsonensis,0,0,0,0,0,0,0,1,0
NZ_CP101826.1,241318,241.318,0.551322322,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus inordinatus,0,0,0,0,0,2,0,0,0
NZ_CP101874.1,89896,89.896,0.547477085,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,0,0,0,0,0,0,0,0,0
NZ_CP101875.1,29798,29.798,0.558057588,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,0,0,0,0,0,0,0,0,0
NZ_CP101876.1,17198,17.198,0.640016281,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,0,0,0,0,0,0,0,0,0
NZ_CP104742.1,577800,577.8,0.627630668,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,0,0,0,0,0,1,0,1,0
NZ_CP104743.1,285035,285.035,0.66659533,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,0,0,0,0,0,0,0,0,0
NZ_CP104744.1,145200,145.2,0.55285124,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,0,0,0,0,0,0,0,0,0
NZ_CP106967.1,540216,540.216,0.632724688,non-mobilizable,4,4,1.3862943611198906,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,0,0,0,0,0,2,0,1,1
NZ_CP106968.1,296688,296.688,0.664381438,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,0,0,1,0,0,0,0,0,0
NZ_CP106969.1,137009,137.009,0.571699669,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,0,0,0,0,0,0,0,0,0
NZ_CP106970.1,101276,101.276,0.553398633,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,0,0,0,0,0,1,0,0,0
NZ_CP109786.1,41784,41.784,0.525775416,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,0,0,0,0,0,0,0,0,0
NZ_CP109980.1,473209,473.209,0.523943966,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,0,0,0,0,0,1,0,0,0
NZ_CP109981.1,364652,364.652,0.525953512,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,0,0,0,0,0,1,0,0,0
NZ_CP109982.1,316817,316.817,0.532657654,non-mobilizable,2,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,0,0,2,0,0,0,0,0,0
NZ_CP110250.1,474910,474.91,0.524229854,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,0,0,0,0,0,1,0,0,0
NZ_CP110251.1,359540,359.54,0.523638538,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,0,0,0,0,0,1,0,0,0
NZ_CP110252.1,317901,317.901,0.536692241,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,0,0,1,0,0,0,0,0,0
NZ_CP111037.1,394338,394.338,0.568598512,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],0,0,0,0,0,2,0,0,0
NZ_CP111038.1,142345,142.345,0.515023359,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],0,0,0,0,0,0,0,1,0
NZ_CP111039.1,80215,80.215,0.508957178,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],0,0,0,0,0,0,0,0,0
NZ_CP111040.1,606999,606.999,0.512037087,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],0,0,0,0,0,0,0,0,0
NZ_CP111041.1,557465,557.465,0.528876252,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],0,0,0,0,0,0,0,0,0
NZ_CP111042.1,389240,389.24,0.511242421,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Haladaptatus,s__Haladaptatus [species 0010],0,0,0,0,0,0,0,0,0
NZ_CP119560.1,525049,525.049,0.618727014,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0002],0,0,0,0,0,0,0,0,0
NZ_CP119783.1,586205,586.205,0.604032719,non-mobilizable,2,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],0,0,0,0,0,2,0,0,0
NZ_CP119784.1,268757,268.757,0.552212594,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],0,0,0,0,0,1,0,0,0
NZ_CP119786.1,247600,247.6,0.645783522,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula [species 0008],0,0,0,0,0,0,0,0,0
NZ_CP119788.1,129378,129.378,0.534279398,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0004],0,0,0,0,0,0,0,0,0
NZ_CP119790.1,335333,335.333,0.598238169,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0006],0,0,0,0,0,1,0,0,0
NZ_CP119792.1,598243,598.243,0.601185471,non-mobilizable,3,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],0,0,0,0,0,3,0,0,0
NZ_CP119797.1,916029,916.029,0.631567341,non-mobilizable,2,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,0,0,0,0,0,2,0,0,0
NZ_CP119798.1,176392,176.392,0.575456937,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,0,0,0,0,0,0,0,0,0
NZ_CP119799.1,323102,323.102,0.585725251,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,0,0,0,0,0,0,0,0,0
NZ_CP119800.1,402143,402.143,0.638805102,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,0,0,0,0,0,0,0,0,0
NZ_CP119801.1,58880,58.88,0.588400136,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,0,0,0,0,0,0,0,0,0
NZ_CP119806.1,87025,87.025,0.544935363,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0012],0,0,0,0,0,0,0,1,0
NZ_CP119810.1,427347,427.347,0.657180231,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0014],0,0,0,0,0,0,0,1,0
NZ_CP119811.1,185391,185.391,0.618314805,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0014],0,0,0,0,0,0,0,0,0
NZ_CP119812.1,150959,150.959,0.599156062,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0014],0,0,1,0,0,0,0,0,0
NZ_CP119813.1,145234,145.234,0.55907019,non-mobilizable,2,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus [species 0014],0,0,0,0,0,0,0,0,2
NZ_CP119990.1,250847,250.847,0.674446974,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0019],0,0,0,0,0,0,0,0,0
NZ_CP119991.1,326684,326.684,0.647931946,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0019],0,0,0,0,0,0,0,0,0
NZ_CP120471.1,334345,334.345,0.552441341,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],0,0,0,0,0,0,0,0,0
NZ_CP120472.1,620798,620.798,0.610385343,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,g__,s__[Genus] [species 0001],0,0,0,0,0,1,0,0,0
NZ_CP126155.1,406565,406.565,0.71321191,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0018],0,0,0,0,0,0,0,0,0
NZ_CP126159.1,463690,463.69,0.648864543,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0021],0,0,0,0,0,0,0,0,0
NZ_CP126160.1,167061,167.061,0.578243875,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobaculum,s__Halobaculum [species 0021],1,0,0,0,0,1,0,1,0
NZ_CP126162.1,478761,478.761,0.652878994,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0003],0,0,0,0,0,0,0,0,0
NZ_CP126164.1,191399,191.399,0.560499271,non-mobilizable,4,3,1.0397207708399179,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__,s__[Genus] [species 0003],0,1,0,0,0,2,0,1,0
NZ_CP127175.1,190949,190.949,0.573886221,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__,s__[Genus] [species 0013],0,0,1,0,0,1,0,0,0
NZ_CP127176.1,86341,86.341,0.547202372,non-mobilizable,2,2,0.6931471805599453,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__,s__[Genus] [species 0013],0,0,0,0,1,1,0,0,0
NZ_CP128378.1,286732,286.732,0.592368483,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,0,0,0,1,0,0,0,0,0
NZ_CP135523.1,286313,286.313,0.569394334,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,0,0,0,0,0,0,0,0,1
NZ_CP135524.1,152840,152.84,0.536404083,non-mobilizable,2,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,0,0,2,0,0,0,0,0,0
NZ_CP135525.1,102915,102.915,0.521012486,non-mobilizable,5,4,1.3321790402101223,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,1,0,0,0,0,2,0,2,0
NZ_CP135526.1,92150,92.15,0.537829626,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__KZCA124,s__KZCA124 sp017357405,0,0,0,0,0,0,0,0,0
NZ_JADPQC010000006.1,201004,201.004,0.637176375,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium sp009617995,0,0,0,0,0,1,0,0,0
NZ_JAKRVX010000010.1,83923,83.923,0.479225004,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Natronocalculus,s__Natronocalculus amylovorans,0,0,1,0,0,0,0,0,0
NZ_KJ619463.1,18285,18.285,0.629477714,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum distributum,0,0,0,0,0,0,0,0,0
NZ_KR189025.1,2520,2.52,0.686111111,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax sp001482285,0,0,0,0,0,0,0,0,0
NZ_KX687704.1,50329,50.329,0.589203044,non-mobilizable,0,0,0.0,0,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,0,0,0,0,0,0,0,0,0
NZ_KX906370.1,163229,163.229,0.585224349,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum lacusprofundi,0,0,0,0,0,0,0,1,0
NZ_LN831303.1,349522,349.522,0.599530216,non-mobilizable,3,3,1.0986122886681096,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium hubeiense,0,0,1,0,0,2,0,0,0
NZ_LN831304.1,157757,157.757,0.592563246,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium hubeiense,0,0,0,0,0,1,0,0,0
NZ_LN831305.1,112459,112.459,0.565059266,non-mobilizable,1,1,-0.0,1,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium hubeiense,0,0,0,0,0,1,0,0,0
