sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP054709.1	1	419060	0.639975183	d7a31920a37d38e412d0f58b5ff67db6	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AG083	AQ099	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP054710.1	1	132808	0.597697428	37a365ee56df8dccdd5af7806f7fd08b	-	-	-	-	-	-	-	-	non-mobilizable	AF426	AP374	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP054711.1	1	24593	0.64705404	ea4edcfc0bc4057dcb3b0d5d31cd4de6	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP054712.1	1	14560	0.63125	68d3245129fd1bbfe5a811a4804d6f00	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP058530.1	1	263745	0.693958179	c2833a269082d9b923f41e6d1aabcdf1	-	-	-	-	-	-	-	-	non-mobilizable	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum halophilum
NZ_CP058531.1	1	186742	0.57335254	29fc88eb09f5f053dda805c005bff4a2	-	-	-	-	-	-	-	-	non-mobilizable	AF770	AP767	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum halophilum
NZ_CP058532.1	1	148857	0.611284656	2ecd304a4837c1d11667486b491f6844	-	-	-	-	-	-	-	-	non-mobilizable	AD605	AN215	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum halophilum
NZ_CP058580.1	1	239483	0.713750037	fcb323a97b6c255c1c2b26de7521f0e7	-	-	-	-	-	-	-	-	non-mobilizable	AH371	AR427	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum salinum
NZ_CP063206.1	1	608598	0.616536696	32db3e8c8d52115fefee497979fa1071	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP063207.1	1	322970	0.669114778	d2c5a23d1ef8d63498e1a86ebdf8d867	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP063208.1	1	65035	0.55816099	0588495dee4c6d000efcd19b31882a9f	-	-	-	-	-	-	-	-	non-mobilizable	AF546	AP508	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP064336.1	1	11015	0.425147526	7e8f9730c5b0dfcc8eed04bada459286	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter thermautotrophicus
NZ_CP064790.1	1	137790	0.569700269	8f4375a2171ff8ba68ec9b7a691d4334	-	-	-	-	MPF_T	"NC_015955_00540,NC_002608_00126"	-	-	non-mobilizable	AA165	AH813	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halapricum	s__Halapricum desulfuricans
NZ_CP064792.1	1	180725	0.561892378	9b3b8951c20a8bf3368276c95240c5f3	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halapricum	s__Halapricum sp017094465
NZ_CP069189.1	1	138030	0.5572122	3c77a9d50498c1883c83870adad16df5	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	AF476	AP427	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069190.1	1	171484	0.641762497	8d9b06c59cd855805f3bc59cba59f2b3	-	-	-	-	-	-	-	-	non-mobilizable	AH040	AR096	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069191.1	1	220397	0.621718989	7c61d14f73a45d0772598baf6b2acf54	-	-	-	-	-	-	-	-	non-mobilizable	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069192.1	1	280619	0.61911346	6b998850617fe7b24982c9ed54b40cf6	-	-	-	-	-	-	-	-	non-mobilizable	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069193.1	1	96392	0.58395925	2c24c750a17ef4de53e0dbf9ab332675	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069377.1	1	4441	0.453951813	98f98a40bdeb80186e07b9288d18cb6f	rep_cluster_22	001489__NC_014409_00001	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter marburgensis
NZ_CP070333.1	1	100133	0.61888688	51a738428287c98af60f248beb096c85	-	-	-	-	-	-	-	-	non-mobilizable	AE956	AO842	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070334.1	1	105947	0.600413414	d250a1c86621b542a156a595974c6035	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AG105	AQ123	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070335.2	1	299663	0.591457738	e92f7f07a14ab8f73f8bdc7c6aada19b	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070336.1	1	2144	0.615205224	eda7454d7d4b7fd80846290c5f127aa4	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070337.2	1	49847	0.584448412	8d154519634f1206421b86a92db1d33e	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070375.1	1	284178	0.590742422	5fba2eb8ff11164b8554c20609f277e7	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070376.1	1	54914	0.613741487	6f8c0ab9fc8121f0c0dd56f562aefdef	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP073367.1	1	116596	0.563930152	a52f568358ff308df695be2a988b0744	-	-	-	-	-	-	-	-	non-mobilizable	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073368.1	1	540110	0.566851197	a9c4befe0e1a3dc5dea616418496ca03	-	-	-	-	-	-	-	-	non-mobilizable	AE262	AO007	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073369.1	1	387656	0.592636255	afb41620d9721fa1ce14737b128182d8	-	-	-	-	-	-	-	-	non-mobilizable	AF584	AP557	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073370.1	1	55294	0.547075632	0bc638ede6bca501ee70d88f91b9fda5	-	-	-	-	-	-	-	-	non-mobilizable	AG189	AQ210	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073371.1	1	204099	0.550326067	47f2462acf9c88ff38ca3d0c54cb1874	-	-	-	-	-	-	-	-	non-mobilizable	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073372.1	1	139649	0.540454998	9473d21d7cf4ee39c40bba76085a7663	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP077714.1	1	37750	0.355337748	cc97f33e7b658915458ced4c0e6ecc87	-	-	-	-	-	-	-	-	non-mobilizable	AA384	AI405	-	-	-	-	-	-	-	non-mobilizable	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus shibatae
NZ_CP077716.1	1	37840	0.355946089	5a0461ce4bdf878a5d00d2eb5b9b91b3	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus shibatae
NZ_CP078064.1	1	344046	0.569502334	07fb7224158301a1bd524758a22972d6	-	-	-	-	-	-	-	-	non-mobilizable	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax larsenii
NZ_CP078065.1	1	327798	0.614863422	ab16e3aa6978a27b270da4114e0a866e	-	-	-	-	-	-	-	-	non-mobilizable	AG439	AQ474	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax larsenii
NZ_CP081959.1	1	271515	0.570620408	4bb6324565ec81b8ce02863e0bf44028	-	-	-	-	-	-	-	-	non-mobilizable	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum magnesiiphilum
NZ_CP081960.1	1	487397	0.644121732	a2da67d669bc9b48fe6e9de7a7d0e71a	-	-	-	-	-	-	-	-	non-mobilizable	AG108	AQ126	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum magnesiiphilum
NZ_CP081961.1	1	8308	0.555488686	bd9d8c3e731c51ab841cd8e03ca99176	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum magnesiiphilum
NZ_CP082247.1	1	891417	0.576678479	724e757aa7540108608ef1d93b0e6112	-	-	-	-	-	-	-	-	non-mobilizable	AC213	AL312	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp019879105
NZ_CP082248.1	1	881002	0.564222329	bbef2976be1fdd40acd892f3315b8055	-	-	-	-	MPF_T	"NC_019963_00206,NC_019963_00204"	-	-	non-mobilizable	AD126	AM567	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp019879105
NZ_CP082285.1	1	93698	0.590247391	846679f0272e345e6fa9f1170cb32cfd	-	-	-	-	-	-	-	-	non-mobilizable	AH139	AR195	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum rubrum
NZ_CP082287.1	1	240419	0.585261564	7c849da26ec58ba33846d850a9126a3f	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum roseum
NZ_CP082288.1	1	336694	0.675295669	0a6cd7c8388d49baeda1ad7e03e6ffcd	-	-	-	-	-	-	-	-	non-mobilizable	AG108	AQ126	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum roseum
NZ_CP082289.1	1	161865	0.587415439	59b428040cd984ee0e9064deaa1238bd	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum roseum
NZ_CP083664.1	1	356276	0.591412276	26ebef88e6e604593455b9c2e234f811	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097815
NZ_CP083665.1	1	48463	0.616367125	a9ba6bda8261cd8b0a4e9797047be726	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097815
NZ_CP083667.1	1	422800	0.616996216	5a80d5e2acb9d17aa212137489db50bf	-	-	-	-	-	-	-	-	non-mobilizable	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097835
NZ_CP083668.1	1	149551	0.53745545	2d5fe4f9a05e3a60586f95c9491d716c	-	-	-	-	-	-	-	-	non-mobilizable	AG626	AQ674	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097835
NZ_CP083669.1	1	99406	0.562873468	b283ef7fe19f2d558f90f34f8b3e246d	-	-	-	-	MPF_T	"NC_015955_00540,NC_015667_00008"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097835
NZ_CP083670.1	1	49319	0.617186074	4e4bfbd1bb01abb0fae4ef98e735aa4b	-	-	-	-	-	-	-	-	non-mobilizable	AD399	AM953	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus sp020097835
NZ_CP084319.1	1	285490	0.596994641	82fdcf3039f1bcc0c64140aa15ba64df	-	-	-	-	-	-	-	-	non-mobilizable	AF420	AP366	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena alkaliphila
NZ_CP084320.1	1	161705	0.655224019	bbe27bda8c86b36903420fc0f1c0589b	-	-	-	-	-	-	-	-	non-mobilizable	AC885	AM242	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena alkaliphila
NZ_CP084464.1	1	394162	0.675597851	dfc54ea46e333138fb91e26aa7f3e88d	-	-	-	-	-	-	-	-	non-mobilizable	AG438	AQ473	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084465.1	1	80696	0.573473282	76f11f4345ded92337d743259f17bd71	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084467.1	1	524325	0.650239832	4530ae17ec12d9ba5f6a8deca1c69056	-	-	-	-	-	-	-	-	non-mobilizable	AF428	AP376	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084468.1	1	103645	0.556437841	3ee7dbf7a1edaee89b92e734c7f84db8	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium salinisoli
NZ_CP084470.1	1	400082	0.574169795	345d032c67efe784707ee104ee2ad80d	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AB496	AK303	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salinisoli
NZ_CP084471.1	1	113814	0.546092748	d97879f21ebb3f5fe18d0872a2635c8e	-	-	-	-	MPF_T	"NC_002608_00127,NC_015667_00008"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salinisoli
NZ_CP084473.1	1	320393	0.576242302	a89459f08eb6b576d5311ac1ab9f49ec	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	AF009	AO907	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084474.1	1	334334	0.550225224	992a88ed33fe1bb6435385f6cd0b4fbc	-	-	-	-	MPF_T	"NC_013746_00233,NC_019963_00206,NC_019963_00204"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084475.1	1	161989	0.558605831	c9227d9484889f8712d37dabf5486cb5	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	AG191	AQ212	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084476.1	1	79583	0.609037106	8208c95e11ea7eca791401d684a2d652	-	-	-	-	-	-	-	-	non-mobilizable	AG939	AQ995	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084477.1	1	57942	0.616461289	6b69d23fe6e6bccf49ddcf2f68f4e52b	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084478.1	1	33932	0.581250737	6efeff931205a670cf8e76be3aff387c	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp020405225
NZ_CP084880.1	1	425401	0.55332263	7938e4545b67849dcc693c04c871f794	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema halophilum
NZ_CP084881.1	1	56996	0.590269493	54d19699e237f8c8d06a9a1b44063ec2	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema halophilum
NZ_CP084882.1	1	508040	0.545281868	61363d715389702c5a6ad8d87d4507b4	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	AG728	AQ783	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084883.1	1	465323	0.594301163	5b3a9c3d85d19209428ca5fb6ca2e673	-	-	-	-	-	-	-	-	non-mobilizable	AG372	AQ403	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084884.1	1	358925	0.571762903	fe35a3957a7574fa27300fe7fdb6d831	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	AD998	AN696	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP084885.1	1	224373	0.546037179	32a6186d931857c2ec5e9c834da2a9a2	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp013456555
NZ_CP085325.1	1	135207	0.588268359	a60c746254a5157cf6bcf8499b7bd6ab	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Salarchaeum	s__Salarchaeum japonicum
NZ_CP085883.1	1	235323	0.601887618	92d6691f98570ba4d6dd0fcd0ec21b3c	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP085884.1	1	42817	0.578181563	92f92cc9edf4e65ca848b95a1e97369a	-	-	-	-	-	-	-	-	non-mobilizable	AG351	AQ382	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP087722.1	1	166871	0.552210989	f672457a87fbfaa54db8c62a0d8a5d57	-	-	-	-	-	-	-	-	non-mobilizable	AG931	AQ987	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halalkaliarchaeum	s__Halalkaliarchaeum sp024972735
NZ_CP087725.1	1	34990	0.528408117	6c2446ff88ef7e1c67a9266c8c7bce83	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halanaeroarchaeum	s__Halanaeroarchaeum sp024972755
NZ_CP089467.1	1	11599	0.692732132	60039156cad7b288d7ebe499c97b95e6	-	-	-	-	-	-	-	-	non-mobilizable	AG492	AQ535	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium litoreum
NZ_CP089469.1	1	368639	0.585977067	3a043d64760f383230093c6ed83278e6	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089470.1	1	54438	0.582277086	c1c66fb520e750456ac625b1c74e3252	-	-	-	-	-	-	-	-	non-mobilizable	AH208	AR264	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium noricense
NZ_CP089594.1	1	197166	0.668238946	48fb85f49bd6cfb95309992cc3adb493	-	-	-	-	-	-	-	-	non-mobilizable	AG434	AQ469	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp021249405
