accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000455365.1	0	99.24	0	417	f__Halobacteriaceae (UID96)	263	0	3241137	85.82260442	55	2414977	64.30947345	3776554	RS_GCF_000455365.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halopiger_B;s__Halopiger_B djelfimassiliensis	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halopiger_B	s__Halopiger_B djelfimassiliensis	type strain of species	LPSN	f	10	2	307248	1184651	5401	1	2905	NZ_HG315689.1	1184651	2	105	NZ_HG315684.1	2905	5365	0	100	CBMA010000055.2206.5118	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopiger;Halopiger djelfimassiliensis	68277	629425	t	f	f	107097	1082527	Scaffold	HdjelfamassiliensisIIH2	na	PRJNA224116	SAMEA2272053	55	107097	none	20.08.13	GCA_000455365.1	none	full	none	none	none	0	0	Halopiger djelfimassiliensis	3671	representative genome	4	6	2	1082527	923584	388882	20.08.13	49	1293047	1	IIH2	ebi	1293047	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopiger djelfimassiliensis	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopiger djelfimassiliensis	21311	3776554	11	49	assembly from type material	3755243	0	CBMA000000000.1	3719	6	5401	1	1472	2403	0	96.196	4176865	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halopiger;s__xanaduensis	1473	NZ_HG315689.1	1462	2700	0	100	CBMA010000055.298.1759	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopiger;Halopiger djelfimassiliensis	21311	19	49	0
RS_GCF_001190965.1	0	99.44	0	417	f__Halobacteriaceae (UID96)	263	0	3401161	86.79854351	5	2594172	66.20396718	3918454	RS_GCF_000336775.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii	not type material	none	f	1	1	2945391	2945391	2945391	2	2902	NZ_CP011947.1	2945391	2	115	NZ_CP011947.1	2868	5297	0	100	CP011947.1620178.1623045	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax gibbonsii	783690	783690	t	f	f	2945391	2945391	Complete Genome	ASM119096v1	na	PRJNA224116	SAMN03755233	none	none	Brazil: Lagoa Vermelha	03.08.15	GCA_001190965.1	none	full	none	saline saltern	none	5	0	Haloferax gibbonsii	3774	representative genome	6	5	1	2945391	2945391	335881	03.08.15	0	35746	2	ARA6	Universidade do Estado do Rio de Janeiro	35746	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	0	3918454	11	57	none	3918454	0	none	3862	5	2945391	2	none	none	none	none	none	none	1473	NZ_CP011947.1	1473	2721	0	100	CP011947.1618312.1619792	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloferax;Haloferax gibbonsii	0	19	56	0
RS_GCF_000979655.1	0	99.67	1.31	228	p__Euryarchaeota (UID49)	153	0	3027954	75.48996926	381	1670080	41.64376785	4011068	RS_GCF_000970205.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina mazei	not type material	none	f	73	66	56046	67430	3225	1	2889	NZ_JJPM01000065.1	4707	1	99	NZ_JJPM01000347.1	2891	5321	0	99.896	CP009514.2145810.2148703	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei C16	10525	11493	t	f	f	17893	20277	Scaffold	gtlEnvA5udCFS	na	PRJNA224116	SAMN02708984	381	17893	USA: Columbia River Estuary; north of Astoria; OR	23.04.15	GCA_000979655.1	none	full	none	sediment	46.1597 N 123.8065 W	0	0	Methanosarcina mazei	3507	na	2	349	66	20277	11089	5536	23.04.15	32	2209	1	3.H.A.1A.1	University of Illinois at Urbana-Champaign	2209	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	672	4011068	11	55	none	4010396	0	JJPM00000000.1	3599	349	34176	1	1473	2699	0	99.728	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1475	NZ_JJPM01000158.1	1470	2715	0	100	CP009514.3051791.3053260	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei C16	672	19	55	0
RS_GCF_000711905.1	0	100	0	228	p__Euryarchaeota (UID49)	153	0	1368042	90.38433968	17	826016	54.66384044	1513583	RS_GCF_000711905.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia_A;o__Methanosarcinales_A;f__Methermicoccaceae;g__Methermicoccus;s__Methermicoccus shengliensis	d__Archaea	p__Halobacteriota	c__Methanosarcinia_A	o__Methanosarcinales_A	f__Methermicoccaceae	g__Methermicoccus	s__Methermicoccus shengliensis	type strain of species	LPSN	t	3	3	334505	334505	334505	1	2910	NZ_JONQ01000007.1	334505	1	117	NZ_JONQ01000007.1	2907	5369	0	100	JONQ01000007.4575.7492	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methermicoccaceae;Methermicoccus;Methermicoccus shengliensis DSM 18856	88887	100905	t	f	f	255166	287535	Scaffold	ASM71190v1	na	PRJNA224116	SAMN02746094	17	255166	China: Shengli oilfield	25.06.14	GCA_000711905.1	none	full	none	none	none	0	0	Methermicoccus shengliensis DSM 18856	1598	representative genome	3	15	3	287535	99814	54766	25.06.14	2	660064	1	DSM 18856	DOE Joint Genome Institute	1122233	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methermicoccaceae;g__Methermicoccus;s__Methermicoccus shengliensis	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methermicoccaceae;g__Methermicoccus;s__Methermicoccus shengliensis;x__Methermicoccus shengliensis DSM 18856	2500	1513583	11	47	assembly from type material	1511083	0	JONQ00000000.1	1612	15	334505	1	1452	2584	0	98.829	137909	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methermicoccaceae;g__;s__	1483	NZ_JONQ01000007.1	1452	2584	0	98.829	AY835420.1.1448	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methermicoccaceae;Methermicoccus;uncultured archaeon	2500	19	48	0
RS_GCF_000327485.1	0	99.87	0	234	p__Euryarchaeota (UID54)	153	0	2459451	87.18804704	1	1556999	55.19593684	2820858	RS_GCF_000327485.1	t	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanoregula	s__Methanoregula formicica	type strain of species	LPSN	f	1	1	2820858	2820858	2820858	1	2899	NC_019943.1	2820858	1	117	NC_019943.1	2899	5354	0	100	CP003167.546499.549409	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica SMSP	2820858	2820858	t	f	f	2820858	2820858	Complete Genome	ASM32748v1	na	PRJNA224116	SAMN02232038	none	none	Japan	21.12.12	GCA_000327485.1	none	full	none	methanogenic sludge in a mesophilic upflow anaerobic sludge blanket (UASB) reactor used to treat a beer brewery effluent	none	1	0	Methanoregula formicica SMSP	2824	representative genome	3	1	1	2820858	2820858	2820858	21.12.12	0	882104	1	SMSP	DOE Joint Genome Institute	593750	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica;x__Methanoregula formicica SMSP	0	2820858	11	48	assembly from type material	2820858	0	none	2880	1	2820858	1	none	none	none	none	none	none	1467	NC_019943.1	1397	2580	0	100	AB479390.1.1397	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;Methanoregula formicica SMSP	0	19	48	0
RS_GCF_000151225.1	0	100	0	188	p__Euryarchaeota (UID3)	125	0	1542464	89.19714909	25	540363	31.27507922	1729275	RS_GCF_000016525.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A smithii	not type material	none	f	1	1	1043555	1719468	1719468	2	2979	NZ_GG704759.1	none	0	none	none	2979	5502	0	100	ABYV02000002.17.3010	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii DSM 2374	69111	172927	f	f	t	1043555	1719468	Scaffold	ASM15122v1	na	PRJNA224116	SAMN00008834	25	1043555	none	06.10.09	GCA_000151225.1	none	full	none	biological product [ENVO:02000043]	none	0	0	Methanobrevibacter smithii DSM 2374	1664	na	5	10	1	1719468	1719468	1719468	06.10.09	15	2173	1	DSM 2374	WUGSC	521002	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii;x__Methanobrevibacter smithii DSM 2374	1500	1729275	11	35	none	1727775	0	ABYV00000000.2	1670	10	1719468	1	1474	2717	0	99.932	470690	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	1476	NZ_GG704759.1	1476	2726	0	100	CP017803.454724.456208	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii	1500	19	35	0
RS_GCF_000337415.1	89	99.68	0.76	417	f__Halobacteriaceae (UID96)	263	50	2844313	85.44405592	93	2264681	68.03354752	3328860	RS_GCF_000337415.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum tebenquichense	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum tebenquichense	type strain of species	LPSN	f	15	15	242361	242361	10923	2	2775	NZ_AOJD01000044.1	10923	1	116	NZ_AOJD01000044.1	2775	5125	0	100	AOJD01000044.1.2796	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum tebenquichense DSM 14210	35794	35794	t	f	f	75545	75545	Contig	ASM33741v1	na	PRJNA224116	SAMN02471631	93	75545	none	04.02.13	GCA_000337415.1	none	full	none	none	none	0	0	Halorubrum tebenquichense DSM 14210	3242	representative genome	5	none	none	none	none	none	04.02.13	0	119434	1	DSM 14210	"University of California, Davis"	1227485	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum tebenquichense	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum tebenquichense;x__Halorubrum tebenquichense DSM 14210	0	3328860	11	50	assembly from type material	3328860	0	AOJD00000000.1	3354	93	77172	1	1467	2710	0	100	768478	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__	1469	NZ_AOJD01000002.1	1469	2713	0	100	AB663421.1.1470	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum tebenquichense	0	19	50	0
RS_GCF_000230715.2	0	99.62	0	417	f__Halobacteriaceae (UID96)	263	0	3164991	83.54523704	1	2357703	62.23551852	3788356	RS_GCF_000230715.2	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronobacterium;s__Natronobacterium gregoryi	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronobacterium	s__Natronobacterium gregoryi	type strain of species	LPSN	t	1	1	3788356	3788356	3788356	3	2908	NC_019792.1	3788356	3	105	NC_019792.1	2903	5361	0	100	CP003377.3744282.3747190	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronobacterium;Natronobacterium gregoryi SP2	3788356	3788356	t	f	f	3788356	3788356	Complete Genome	ASM23071v3	na	PRJNA224116	SAMN02232042	none	none	Kenya	10.12.12	GCA_000230715.3	none	full	none	lake water	1.9446 S 36.2522 E	1	0	Natronobacterium gregoryi SP2	3710	representative genome	9	1	1	3788356	3788356	3788356	10.12.12	0	44930	3	SP2	DOE Joint Genome Institute	797304	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronobacterium;s__Natronobacterium gregoryi	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronobacterium;s__Natronobacterium gregoryi;x__Natronobacterium gregoryi SP2	0	3788356	11	49	assembly from type material	3788356	0	none	3762	1	3788356	3	none	none	none	none	none	none	1471	NC_019792.1	1471	2717	0	100	AB663467.1.1472	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronobacterium;Natronobacterium gregoryi	0	19	48	0
RS_GCF_001316045.1	0	93.21	0.63	217	c__Thermoprotei (UID147)	168	0	1839782	83.07389983	167	855137	38.6130343	2214633	RS_GCF_001316045.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfuracidifex;s__Sulfuracidifex metallicus	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Sulfuracidifex	s__Sulfuracidifex metallicus	type strain of species	LPSN	f	10	10	186319	186319	30626	1	2987	NZ_BBBY01000020.1	none	0	none	none	2987	5517	0	100	BBBY01000020.13032.16025	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Acidianus;Sulfolobus metallicus DSM 6482 = JCM 9184	13261	13261	f	f	t	51516	51516	Contig	ASM131604v1	na	PRJNA224116	SAMD00000478	167	51516	none	01.10.15	GCA_001316045.1	none	full	none	none	none	0	0	Sulfuracidifex metallicus DSM 6482 = JCM 9184	2490	na	4	none	none	none	none	none	01.10.15	0	47303	1	JCM 9184	The University of Tokyo	523847	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfuracidifex;s__Sulfuracidifex metallicus	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfuracidifex;s__Sulfuracidifex metallicus;x__Sulfuracidifex metallicus DSM 6482 = JCM 9184	0	2214633	11	47	assembly from type material	2214633	0	BBBY00000000.1	3252	167	30626	1	none	none	none	none	none	none	1469	NZ_BBBY01000020.1	1459	2695	0	100	BBBY01000020.16240.17698	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus metallicus DSM 6482 = JCM 9184	0	19	46	0
RS_GCF_000328665.1	0	99.84	0.33	228	p__Euryarchaeota (UID49)	153	0	2345842	86.43444228	2	1136277	41.86704338	2714013	RS_GCF_000328665.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanomethylovorans	s__Methanomethylovorans hollandica	type strain of species	LPSN	t	1	1	2428904	2428904	2428904	2	2915	NC_019977.1	2428904	2	117	NC_019977.1	2915	5384	0	100	CP003362.2361236.2364156	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanomethylovorans;Methanomethylovorans hollandica DSM 15978	1357006	1357006	t	f	f	2428904	2428904	Complete Genome	ASM32866v1	na	PRJNA224116	SAMN02261367	none	none	Netherlands: The Dekkerswald Institute; Nijmegen	28.12.12	GCA_000328665.1	none	full	none	Anaerobic top layer (5 to 10 cm) of sediment (depth; 50 cm) in a eutrophic freshwater pond at the Dekkerswald Institute; Nijmegen; The Netherlands	none	2	0	Methanomethylovorans hollandica DSM 15978	2574	representative genome	6	2	1	2428904	2428904	285109	28.12.12	0	101192	2	DSM 15978	JGI	867904	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica;x__Methanomethylovorans hollandica DSM 15978	0	2714013	11	52	assembly from type material	2714013	0	none	2638	2	2428904	2	none	none	none	none	none	none	1475	NC_019977.1	1449	2671	0	99.931	AF120163.1.1449	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanomethylovorans;Methanomethylovorans hollandica	0	19	52	0
RS_GCF_000024305.1	0	99.4	0	217	c__Thermoprotei (UID147)	168	0	2409551	87.66316664	3	969240	35.26256832	2748647	RS_GCF_000022485.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus islandicus	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus islandicus	not type material	none	f	2	1	1364903	2722032	2722032	1	3032	NC_013769.1	none	0	none	none	3032	5600	0	100	CP001731.1156467.1159513	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus L.D.8.5	916212	1374323	f	f	t	1357119	2722032	Chromosome	ASM2430v1	na	PRJNA224116	SAMN02598413	3	1357119	USA	22.01.10	GCA_000024305.1	none	full	none	none	40.49703 N 121.42752 W	2	0	Sulfolobus islandicus L.D.8.5	2989	representative genome	3	2	1	2722032	2722032	2722032	22.01.10	1	43080	1	L.D.8.5	US DOE Joint Genome Institute	425944	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;x__Sulfolobus islandicus L.D.8.5	10	2748647	11	46	none	2748637	0	none	3116	2	2722032	1	none	none	none	none	none	none	1495	NC_013769.1	1494	2760	0	100	CP001731.1159698.1161193	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus;Sulfolobus islandicus L.D.8.5	10	19	46	0
RS_GCF_000979195.1	8	100	0.65	228	p__Euryarchaeota (UID49)	153	0	3089507	75.50670272	204	1702372	41.61213499	4091699	RS_GCF_000970205.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina mazei	not type material	none	f	33	31	120236	125175	21601	1	2891	NZ_JJQM01000044.1	21601	2	117	NZ_JJQM01000044.1	2891	5334	0	99.965	CP009514.2145810.2148703	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei C16	20054	23928	t	f	f	41665	42899	Scaffold	gtlEnvA5udCFS	na	PRJNA224116	SAMN02708936	204	41665	USA: Columbia River Estuary; north of Astoria; OR	23.04.15	GCA_000979195.1	none	full	none	sediment	46.17467 N 123.8493 W	0	0	Methanosarcina mazei	3480	na	4	171	31	42899	24411	13784	23.04.15	33	2209	1	1.H.A.2.3	University of Illinois at Urbana-Champaign	2209	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	644	4091699	11	68	none	4091055	0	JJQM00000000.1	3537	171	21601	1	1473	2710	0	99.864	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1475	NZ_JJQM01000044.1	1474	2723	0	100	AE008384.2400692.2402165	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Go1	644	19	68	0
RS_GCF_000744315.1	0	100	0.65	228	p__Euryarchaeota (UID49)	153	0	3086594	75.9403872	1	1686838	41.50177537	4064496	RS_GCF_000970205.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina mazei	type strain of species	LPSN	f	1	1	4064496	4064496	4064496	3	2890	NZ_JQLR01000001.1	4064496	3	117	NZ_JQLR01000001.1	2890	5337	0	100	JQLR01000001.1699299.1702201	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina soligelidi	4064496	4064496	t	f	f	4064496	4064496	Contig	ASM74431v1	na	PRJNA224116	SAMN02745719	1	4064496	none	28.08.14	GCA_000744315.1	none	full	none	none	none	0	0	Methanosarcina soligelidi	3406	representative genome	9	none	none	none	none	none	28.08.14	0	1036677	3	SMA-21	DOE Joint Genome Institute	1036677	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina soligelidi	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina soligelidi	0	4064496	11	58	assembly from type material	4064496	0	JQLR00000000.1	3461	1	4064496	3	1473	2693	0	99.661	439	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	1475	NZ_JQLR01000001.1	1470	2710	0	99.932	CP009514.3051791.3053260	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei C16	0	19	58	0
