replicon,protein,category,description,phylum,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,phylum_clean,family_clean,new_category
NZ_CP098519.1,NZ_CP098519.1_13,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703795,Halobacteriota,Haloferacaceae,Integrase
NZ_CP098520.1,NZ_CP098520.1_19,lysis,Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703795,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP098520.1,NZ_CP098520.1_53,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703795,Halobacteriota,Haloferacaceae,Integrase
NZ_CP098520.1,NZ_CP098520.1_150,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus sp023703795,Halobacteriota,Haloferacaceae,Integrase
NZ_CP099392.1,NZ_CP099392.1_190,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus sp023913515,Halobacteriota,Natrialbaceae,Integrase
NZ_CP099392.1,NZ_CP099392.1_205,lysis,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus sp023913515,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP099392.1,NZ_CP099392.1_208,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus sp023913515,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP099393.1,NZ_CP099393.1_87,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus sp023913515,Halobacteriota,Natrialbaceae,Integrase
NZ_CP099393.1,NZ_CP099393.1_291,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus sp023913515,Halobacteriota,Natrialbaceae,Integrase
NZ_CP100405.1,NZ_CP100405.1_10,lysis,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP100405.1,NZ_CP100405.1_13,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP100405.1,NZ_CP100405.1_25,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP100405.1,NZ_CP100405.1_133,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100405.1,NZ_CP100405.1_170,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100405.1,NZ_CP100405.1_281,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100405.1,NZ_CP100405.1_334,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP100406.1,NZ_CP100406.1_6,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100406.1,NZ_CP100406.1_13,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100408.1,NZ_CP100408.1_10,lysis,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP100408.1,NZ_CP100408.1_13,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP100408.1,NZ_CP100408.1_25,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP100408.1,NZ_CP100408.1_238,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100408.1,NZ_CP100408.1_266,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100408.1,NZ_CP100408.1_286,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP100409.1,NZ_CP100409.1_13,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100409.1,NZ_CP100409.1_14,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100409.1,NZ_CP100409.1_76,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100409.1,NZ_CP100409.1_187,lysis,choline-sulfatase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP100409.1,NZ_CP100409.1_201,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100410.1,NZ_CP100410.1_3,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100410.1,NZ_CP100410.1_43,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicroarcula,s__Halomicroarcula sp024218775,Halobacteriota,Haloarculaceae,Phage replication
NZ_CP100446.1,NZ_CP100446.1_147,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp024227435,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP100446.1,NZ_CP100446.1_213,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp024227435,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP100446.1,NZ_CP100446.1_237,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp024227435,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP100446.1,NZ_CP100446.1_488,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp024227435,Halobacteriota,Natrialbaceae,Integrase
NZ_CP100447.1,NZ_CP100447.1_42,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp024227435,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP100447.1,NZ_CP100447.1_86,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema sp024227435,Halobacteriota,Natrialbaceae,Integrase
NZ_CP100449.1,NZ_CP100449.1_4,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100449.1,NZ_CP100449.1_328,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP100450.1,NZ_CP100450.1_86,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100451.1,NZ_CP100451.1_4,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100451.1,NZ_CP100451.1_119,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,Halobacteriota,Haloarculaceae,Phage replication
NZ_CP100453.1,NZ_CP100453.1_13,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024227715,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100455.1,NZ_CP100455.1_26,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP100455.1,NZ_CP100455.1_332,virion,Phage SPO1 DNA,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Phage replication
NZ_CP100455.1,NZ_CP100455.1_457,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP100455.1,NZ_CP100455.1_463,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100456.1,NZ_CP100456.1_4,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100457.1,NZ_CP100457.1_3,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100457.1,NZ_CP100457.1_155,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100458.1,NZ_CP100458.1_11,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100458.1,NZ_CP100458.1_25,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Phage replication
NZ_CP100459.1,NZ_CP100459.1_96,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Integrase
NZ_CP100460.1,NZ_CP100460.1_9,packaging,Terminase RNaseH-like domain,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,DNA packaging
NZ_CP100460.1,NZ_CP100460.1_11,virion,"head morphogenesis protein, SPP1 gp7",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomarina,s__Halomarina sp024228315,Halobacteriota,Haloarculaceae,Capsid & head
NZ_CP101155.1,NZ_CP101155.1_4,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas sp024298905,Halobacteriota,Haloarculaceae,Integrase
NZ_CP101155.1,NZ_CP101155.1_11,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas sp024298905,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP101155.1,NZ_CP101155.1_12,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas sp024298905,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP101324.1,NZ_CP101324.1_3,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas gomsonensis,Halobacteriota,Haloarculaceae,Integrase
NZ_CP101826.1,NZ_CP101826.1_145,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus inordinatus,Halobacteriota,Haloferacaceae,Integrase
NZ_CP101874.1,NZ_CP101874.1_25,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,Halobacteriota,Natrialbaceae,Integrase
NZ_CP101874.1,NZ_CP101874.1_41,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP101874.1,NZ_CP101874.1_78,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,Halobacteriota,Natrialbaceae,Integrase
NZ_CP101874.1,NZ_CP101874.1_87,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,Halobacteriota,Natrialbaceae,Integrase
NZ_CP101875.1,NZ_CP101875.1_1,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,Halobacteriota,Natrialbaceae,Integrase
NZ_CP101875.1,NZ_CP101875.1_6,integrase,"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natrinema,s__Natrinema thermotolerans,Halobacteriota,Natrialbaceae,Integrase
NZ_CP104742.1,NZ_CP104742.1_139,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP104742.1,NZ_CP104742.1_232,lysis,"amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP104742.1,NZ_CP104742.1_238,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP104742.1,NZ_CP104742.1_257,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP104742.1,NZ_CP104742.1_444,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP104742.1,NZ_CP104742.1_474,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP104742.1,NZ_CP104742.1_556,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP104743.1,NZ_CP104743.1_207,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP104743.1,NZ_CP104743.1_216,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP104744.1,NZ_CP104744.1_93,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP104744.1,NZ_CP104744.1_120,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Phage replication
NZ_CP106967.1,NZ_CP106967.1_76,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP106967.1,NZ_CP106967.1_106,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP106967.1,NZ_CP106967.1_307,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP106967.1,NZ_CP106967.1_415,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP106968.1,NZ_CP106968.1_30,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP106968.1,NZ_CP106968.1_41,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP106969.1,NZ_CP106969.1_18,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP106970.1,NZ_CP106970.1_7,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii,Halobacteriota,Haloferacaceae,Integrase
NZ_CP109786.1,NZ_CP109786.1_28,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109980.1,NZ_CP109980.1_97,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109980.1,NZ_CP109980.1_116,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP109980.1,NZ_CP109980.1_371,integrase,"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109981.1,NZ_CP109981.1_15,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109981.1,NZ_CP109981.1_46,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP109981.1,NZ_CP109981.1_51,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP109981.1,NZ_CP109981.1_82,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109981.1,NZ_CP109981.1_139,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Integrase
NZ_CP109981.1,NZ_CP109981.1_265,lysis,choline-sulfatase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP109981.1,NZ_CP109981.1_273,lysis,proteolysis,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP109981.1,NZ_CP109981.1_275,lysis,proteolysis,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena sp023276375,Halobacteriota,Haloarculaceae,Lysis & membrane
