sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP038633.1	1	102666	0.5648608107844856	709feb1f4a1f4ed342eb5c51727190e4	-	-	-	-	-	-	-	-	non-mobilizable	NC_019763	0.295981	Oscillatoria nigro-viridis PCC 7112	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP039132.1	1	33451	0.5562464500313892	08ecd3d0863f78601cecf33d3513be5a	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039133.1	1	33297	0.5424512718863561	5c0a12455c0a971858759294bf419665	-	-	-	-	-	-	-	-	non-mobilizable	NC_019763	0.295981	Oscillatoria nigro-viridis PCC 7112	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039134.1	1	155291	0.5833048921057885	0ad1e4a50b0ca0b9cea5f6fa768de21e	-	-	-	-	-	-	-	-	non-mobilizable	CP023440	0.295981	Thauera sp. K11	AG105	AQ123	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039135.1	1	132675	0.5448200489918975	69230f7f5e6938796482d42a53c51f0e	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	NC_019763	0.295981	Oscillatoria nigro-viridis PCC 7112	AG189	AQ210	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039136.1	1	288045	0.5722890520578382	13ae1e8a4ba4060b1c1e0d9f36723c5a	-	-	-	-	-	-	-	-	non-mobilizable	CP032344	0.295981	Azospirillum brasilense	AD931	AN625	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039137.1	1	410547	0.59118444416839	339e6b794b90fdc832fee3a7cce2a166	-	-	-	-	-	-	-	-	non-mobilizable	CP044066	0.295981	Cupriavidus pauculus	AF584	AP557	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP039142.1	1	131975	0.5726690661110059	2bf036472dec2506b4d8a41b4ea27a1e	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax mediterranei
NZ_CP039376.1	1	221861	0.6415097741378611	aaa6606cdc9c24180b275afbb072e443	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium mukohataei
NZ_CP040329.1	1	2465	0.6924949290060852	76c5a40c8e530119bc4e0bbca51c4756	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema versiforme_A
NZ_CP040331.1	1	492102	0.5628711120865186	dd0964131256a5dbe758bb6dae191872	-	-	-	-	MPF_T	NC_019963_00206,NC_019963_00204	-	-	non-mobilizable	CP016354	0.295981	Prauserella marina	AH450	AR506	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema versiforme_A
NZ_CP040332.1	1	413865	0.5997390453408721	ae93568c1aa1d6f6c6547135ca84729e	-	-	-	-	-	-	-	-	non-mobilizable	CP013581	0.295981	Rhizobium phaseoli	AC693	AL988	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema versiforme_A
NZ_CP040333.1	1	18925	0.6352972258916777	88a18df9d548ba523a862b82fd33ecb1	-	-	-	-	-	-	-	-	non-mobilizable	CP029374	0.295981	Acidovorax citrulli	AH419	AR475	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema versiforme_A
NZ_CP040638.1	1	203201	0.6056810744041614	b0a35a421191e59471ed27f3a85d4a2d	-	-	-	-	-	-	-	-	non-mobilizable	KY000065	0.295981	Agrobacterium tumefaciens	AB361	AK102	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema pallidum
NZ_CP040639.1	1	70939	0.6050409506759329	02b2d9cadd8634110259008c57beeba3	-	-	-	-	-	-	-	-	non-mobilizable	LR134460	0.295981	Tsukamurella tyrosinosolvens	AG621	AQ669	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema pallidum
NZ_CP040847.1	1	7674	0.4474850143341152	c54aa3ffb14d96ba03f4f2c25dbd40d7	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus indicus
NZ_CP042240.1	1	178915	0.6377665371824609	003d2af8f0d07a2732ce08f813089ea1	-	-	-	-	-	-	-	-	non-mobilizable	CP026745	0.295981	Nocardia cyriacigeorgica	AE467	AO252	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Salarchaeum	s__Salarchaeum sp007833275
NZ_CP044130.1	1	223917	0.6406882907505906	c87332de73d2896c38d65b53e431abad	-	-	-	-	-	-	-	-	non-mobilizable	AB677526	0.295981	Thermus thermophilus HB8	AG121	AQ140	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium sp009617995
NZ_CP044524.1	1	531768	0.62045102375472	0e5228331791223bcf6e90fee9c5ba45	-	-	-	-	-	-	-	-	non-mobilizable	CP026928	0.295981	Agrobacterium tumefaciens	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus halophilus
NZ_CP044525.1	1	219256	0.5805359944539716	f5571f5640b78cd13832893f0723a4ba	-	-	-	-	-	-	-	-	non-mobilizable	CP000748	0.295981	Phenylobacterium zucineum HLK1	AB084	AJ653	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus halophilus
NZ_CP044526.1	1	63455	0.5956662201560161	9ef47b2462380d11ab2e8de3f1299b91	-	-	-	-	-	-	-	-	non-mobilizable	-	1	-	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus halophilus
NZ_CP045489.1	1	431477	0.5475401933359136	76ff09914942c12b489fb411045b7689	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum aibiense
NZ_CP045490.1	1	356702	0.5912442318798324	ab44b05d6ddb347ca60500d1b21420b8	-	-	-	-	-	-	-	-	non-mobilizable	CP013299	0.295981	Arthrobacter sp. YC-RL1	AE990	AO885	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum aibiense
NZ_CP045491.1	1	207310	0.6109160194877237	df6bf8cf2673c6c39ee1aaf997b5de8c	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum aibiense
NZ_CP053942.1	1	247617	0.5847013734921269	021579248520d9b54735ec2e3ef7aafd	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum salinarum
NZ_CP053943.1	1	155204	0.5916149068322981	206b517df437134c1534f10f5f3ac6d6	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP014802	0.295981	Salipiger profundus	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum salinarum
NZ_CP054586.1	1	363938	0.5832092279454193	dc41f8d4210f4ba989b15f96975fa7db	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP025016	0.295981	Rhizobium leguminosarum	AD579	AN183	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp003721435
NZ_CP054588.1	1	254488	0.6590448272610103	b2d68f2b5333b02ca870cb25b02f0752	-	-	-	-	-	-	-	-	non-mobilizable	CP000385	0.295981	Mycobacterium sp. MCS	AD515	AN095	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina sp002025255
NZ_CP054589.1	1	253363	0.5827409684918476	7d21a4d41d90f3e6ae795facb1282c22	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP000929	0.295981	Caulobacter sp. K31	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina sp002025255
NZ_CP054590.1	1	52906	0.579310475182399	53614ee16069cd23241c249a6428e7c5	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halolamina	s__Halolamina sp002025255
NZ_CP054708.1	1	602938	0.6910179819483927	fb89528bd9ba0e3e461915290b3fac4a	-	-	-	-	-	-	-	-	non-mobilizable	NC_019326	0.295981	Arthrobacter sp. 31.31	AB567	AK405	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP054709.1	1	419060	0.6399751825514246	d7a31920a37d38e412d0f58b5ff67db6	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	LR134469	0.295981	Tsukamurella tyrosinosolvens	AG083	AQ099	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP054710.1	1	132808	0.5976974278657912	37a365ee56df8dccdd5af7806f7fd08b	-	-	-	-	-	-	-	-	non-mobilizable	CP033429	0.295981	Burkholderia gladioli	AF426	AP374	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP054711.1	1	24593	0.6470540397674135	ea4edcfc0bc4057dcb3b0d5d31cd4de6	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP054712.1	1	14560	0.63125	68d3245129fd1bbfe5a811a4804d6f00	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halarchaeum	s__Halarchaeum grantii
NZ_CP058530.1	1	263745	0.6939581793019773	c2833a269082d9b923f41e6d1aabcdf1	-	-	-	-	-	-	-	-	non-mobilizable	-	1	-	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum halophilum
NZ_CP058531.1	1	186742	0.5733525398678391	29fc88eb09f5f053dda805c005bff4a2	-	-	-	-	-	-	-	-	non-mobilizable	CP025615	0.295981	Niveispirillum cyanobacteriorum	AF770	AP767	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum halophilum
NZ_CP058532.1	1	148857	0.6112846557434316	2ecd304a4837c1d11667486b491f6844	-	-	-	-	-	-	-	-	non-mobilizable	CP013205	0.295981	Paenibacillus sp. IHB B 3084	AD605	AN215	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum halophilum
NZ_CP058580.1	1	239483	0.7137500365370402	fcb323a97b6c255c1c2b26de7521f0e7	-	-	-	-	-	-	-	-	non-mobilizable	CP016082	0.263022	Streptomyces sp. SAT1	AH371	AR427	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum salinum
NZ_CP063206.1	1	608598	0.6165366958156288	32db3e8c8d52115fefee497979fa1071	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	CP007745	0.295981	Burkholderia cepacia ATCC 25416	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP063207.1	1	322970	0.6691147784623959	d2c5a23d1ef8d63498e1a86ebdf8d867	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP063208.1	1	65035	0.5581609902360267	0588495dee4c6d000efcd19b31882a9f	-	-	-	-	-	-	-	-	non-mobilizable	CP014515	0.295981	Frondihabitans sp. PAMC 28766	AF546	AP508	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax gibbonsii
NZ_CP064336.1	1	11015	0.42514752610077167	7e8f9730c5b0dfcc8eed04bada459286	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter thermautotrophicus
NZ_CP064790.1	1	137790	0.5697002685245663	8f4375a2171ff8ba68ec9b7a691d4334	-	-	-	-	MPF_T	NC_015955_00540,NC_002608_00126	-	-	non-mobilizable	NC_008537	0.295981	Arthrobacter sp. FB24	AA165	AH813	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halapricum	s__Halapricum desulfuricans
NZ_CP064792.1	1	180725	0.5618923779222575	9b3b8951c20a8bf3368276c95240c5f3	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halapricum	s__Halapricum sp017094465
NZ_CP069189.1	1	138030	0.5572122002463232	3c77a9d50498c1883c83870adad16df5	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	CP014797	0.295981	Salipiger profundus	AF476	AP427	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069190.1	1	171484	0.6417624967927037	8d9b06c59cd855805f3bc59cba59f2b3	-	-	-	-	-	-	-	-	non-mobilizable	CP045481	0.295981	Amycolatopsis sp. YIM 10	AH040	AR096	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069191.1	1	220397	0.6217189889154571	7c61d14f73a45d0772598baf6b2acf54	-	-	-	-	-	-	-	-	non-mobilizable	CP007745	0.295981	Burkholderia cepacia ATCC 25416	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069192.1	1	280619	0.6191134598868929	6b998850617fe7b24982c9ed54b40cf6	-	-	-	-	-	-	-	-	non-mobilizable	CP007745	0.295981	Burkholderia cepacia ATCC 25416	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069193.1	1	96392	0.583959249730268	2c24c750a17ef4de53e0dbf9ab332675	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP014802	0.295981	Salipiger profundus	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
NZ_CP069377.1	1	4441	0.4539518126548075	98f98a40bdeb80186e07b9288d18cb6f	rep_cluster_22	001489__NC_014409_00001	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter marburgensis
NZ_CP070333.1	1	100133	0.6188868804490029	51a738428287c98af60f248beb096c85	-	-	-	-	-	-	-	-	non-mobilizable	LT853883	0.295981	Xanthomonas fragariae	AE956	AO842	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070334.1	1	105947	0.600413414254297	d250a1c86621b542a156a595974c6035	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP023440	0.295981	Thauera sp. K11	AG105	AQ123	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070335.2	1	299663	0.5914577375251533	e92f7f07a14ab8f73f8bdc7c6aada19b	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070336.1	1	2144	0.6152052238805971	eda7454d7d4b7fd80846290c5f127aa4	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070337.2	1	49847	0.584448412141152	8d154519634f1206421b86a92db1d33e	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070375.1	1	284178	0.5907424220031108	5fba2eb8ff11164b8554c20609f277e7	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP070376.1	1	54914	0.6137414866882762	6f8c0ab9fc8121f0c0dd56f562aefdef	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP073367.1	1	116596	0.5639301519777694	a52f568358ff308df695be2a988b0744	-	-	-	-	-	-	-	-	non-mobilizable	NC_019763	0.295981	Oscillatoria nigro-viridis PCC 7112	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073368.1	1	540110	0.5668511969783933	a9c4befe0e1a3dc5dea616418496ca03	-	-	-	-	-	-	-	-	non-mobilizable	CP022371	0.295981	Bosea sp. AS-1	AE262	AO007	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073369.1	1	387656	0.5926362548238645	afb41620d9721fa1ce14737b128182d8	-	-	-	-	-	-	-	-	non-mobilizable	CP044066	0.295981	Cupriavidus pauculus	AF584	AP557	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073370.1	1	55294	0.5470756320758129	0bc638ede6bca501ee70d88f91b9fda5	-	-	-	-	-	-	-	-	non-mobilizable	NC_019763	0.295981	Oscillatoria nigro-viridis PCC 7112	AG189	AQ210	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073371.1	1	204099	0.5503260672516769	47f2462acf9c88ff38ca3d0c54cb1874	-	-	-	-	-	-	-	-	non-mobilizable	NC_019763	0.295981	Oscillatoria nigro-viridis PCC 7112	AG189	AQ210	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP073372.1	1	139649	0.5404549978875609	9473d21d7cf4ee39c40bba76085a7663	-	-	-	-	MPF_T	NC_006393_00092	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
NZ_CP077714.1	1	37750	0.3553377483443709	cc97f33e7b658915458ced4c0e6ecc87	-	-	-	-	-	-	-	-	non-mobilizable	CP036924	0.295981	Borrelia miyamotoi	AA384	AI405	-	-	-	-	-	-	-	non-mobilizable	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus shibatae
NZ_CP077716.1	1	37840	0.355946088794926	5a0461ce4bdf878a5d00d2eb5b9b91b3	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus shibatae
NZ_CP078064.1	1	344046	0.5695023339902222	07fb7224158301a1bd524758a22972d6	-	-	-	-	-	-	-	-	non-mobilizable	CP026928	0.295981	Agrobacterium tumefaciens	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax larsenii
NZ_CP078065.1	1	327798	0.614863421985491	ab16e3aa6978a27b270da4114e0a866e	-	-	-	-	-	-	-	-	non-mobilizable	CP038257	0.295981	Microbacterium sediminis	AG439	AQ474	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax larsenii
NZ_CP081959.1	1	271515	0.5706204077122811	4bb6324565ec81b8ce02863e0bf44028	-	-	-	-	-	-	-	-	non-mobilizable	CP014802	0.295981	Salipiger profundus	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum magnesiiphilum
NZ_CP081960.1	1	487397	0.644121732386535	a2da67d669bc9b48fe6e9de7a7d0e71a	-	-	-	-	-	-	-	-	non-mobilizable	CP000663	0.295981	Rhodobacter sphaeroides ATCC 17025	AG108	AQ126	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum magnesiiphilum
NZ_CP081961.1	1	8308	0.5554886856042369	bd9d8c3e731c51ab841cd8e03ca99176	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum magnesiiphilum
NZ_CP082247.1	1	891417	0.576678479320004	724e757aa7540108608ef1d93b0e6112	-	-	-	-	-	-	-	-	non-mobilizable	CP012556	0.295981	Raoultella ornithinolytica	AC213	AL312	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp019879105
