hit_id	replicon_name	position_hit	hit_sequence_length	gene_name	i_eval	score	profile_coverage	sequence_coverage	begin	end	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP119806.1_00065	NZ_CP119806.1	65	731	T4SS_t4cp2	2.600e-06	19.300	0.626	0.183	490	623	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0012]
NZ_CP119806.1_00065	NZ_CP119806.1	65	731	T4SS_virb4	8.600e-69	225.100	0.565	0.799	98	681	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0012]
NZ_CP119813.1_00098	NZ_CP119813.1	98	1460	T4SS_t4cp2	5.100e-14	45.300	0.604	0.095	723	860	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119813.1_00099	NZ_CP119813.1	99	731	T4SS_t4cp2	2.800e-05	16.700	0.554	0.157	502	616	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119813.1_00099	NZ_CP119813.1	99	731	T4SS_virb4	1.800e-69	228.300	0.565	0.799	98	681	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP120471.1_00076	NZ_CP120471.1	76	1401	T4SS_t4cp2	4.000e-07	23.900	0.613	0.106	668	815	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP120471.1_00075	NZ_CP120471.1	75	745	T4SS_virb4	4.200e-73	241.300	0.624	0.893	31	695	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP126160.1_00016	NZ_CP126160.1	16	1273	T4SS_t4cp2	9.900e-07	21.500	0.622	0.108	711	848	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP126160.1_00109	NZ_CP126160.1	109	1273	T4SS_t4cp2	9.900e-07	21.500	0.622	0.108	711	848	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP126160.1_00015	NZ_CP126160.1	15	741	T4SS_virb4	5.600e-74	243.200	0.628	0.884	83	737	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP126160.1_00108	NZ_CP126160.1	108	741	T4SS_virb4	5.600e-74	243.200	0.628	0.884	83	737	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP127175.1_00184	NZ_CP127175.1	184	1455	T4SS_t4cp2	5.200e-12	39.100	0.568	0.089	724	852	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__	s__[Genus] [species 0013]
NZ_CP127175.1_00185	NZ_CP127175.1	185	728	T4SS_virb4	2.500e-69	228.100	0.538	0.771	96	656	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__	s__[Genus] [species 0013]
NZ_CP127176.1_00075	NZ_CP127176.1	75	1221	T4SS_t4cp2	4.200e-07	21.800	0.604	0.110	664	797	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__	s__[Genus] [species 0013]
NZ_CP127176.1_00076	NZ_CP127176.1	76	712	T4SS_virb4	1.100e-71	234.700	0.560	0.817	83	664	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__	s__[Genus] [species 0013]
NZ_CP128378.1_00157	NZ_CP128378.1	157	998	T4SS_t4cp2	1.400e-06	22.100	0.622	0.138	712	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP128378.1_00158	NZ_CP128378.1	158	744	T4SS_virb4	6.900e-73	240.600	0.625	0.875	91	741	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP135524.1_00041	NZ_CP135524.1	41	1109	T4SS_t4cp2	2.700e-07	23.400	0.703	0.136	815	965	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135524.1_00043	NZ_CP135524.1	43	1027	T4SS_t4cp2	5.800e-17	55.000	0.689	0.147	310	460	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135524.1_00041	NZ_CP135524.1	41	1109	T4SS_virb4	1.800e-70	231.600	0.608	0.572	406	1039	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135525.1_00047	NZ_CP135525.1	47	1027	T4SS_t4cp2	2.800e-17	55.000	0.689	0.147	310	460	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135525.1_00049	NZ_CP135525.1	49	1108	T4SS_t4cp2	2.000e-07	22.700	0.694	0.134	818	966	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135525.1_00049	NZ_CP135525.1	49	1108	T4SS_virb4	8.100e-69	225.100	0.609	0.573	406	1040	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135526.1_00053	NZ_CP135526.1	53	1105	T4SS_t4cp2	4.000e-07	22.100	0.640	0.128	818	958	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135526.1_00055	NZ_CP135526.1	55	1026	T4SS_t4cp2	3.200e-16	51.800	0.662	0.141	313	457	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135526.1_00053	NZ_CP135526.1	53	1105	T4SS_virb4	5.700e-70	229.200	0.612	0.576	402	1038	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_LN831303.1_00152	NZ_LN831303.1	152	853	T4SS_t4cp2	2.100e-07	24.900	0.532	0.134	564	677	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LN831303.1_00161	NZ_LN831303.1	161	1076	T4SS_t4cp2	2.300e-10	34.600	0.595	0.124	322	454	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LN831303.1_00152	NZ_LN831303.1	152	853	T4SS_virb4	1.200e-72	240.000	0.557	0.699	138	733	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LN831304.1_00031	NZ_LN831304.1	31	1274	T4SS_t4cp2	1.100e-06	21.500	0.622	0.108	712	849	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LN831304.1_00030	NZ_LN831304.1	30	741	T4SS_virb4	1.100e-73	242.300	0.621	0.874	87	734	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_MN918441.1_00055	NZ_MN918441.1	54	1445	T4SS_t4cp2	9.300e-12	38.100	0.617	0.096	728	865	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918441.1_00054	NZ_MN918441.1	53	735	T4SS_virb4	5.400e-71	233.500	0.568	0.801	98	686	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918442.1_00225	NZ_MN918442.1	224	634	T4SS_t4cp2	2.300e-09	30.600	0.518	0.203	434	562	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918442.1_00227	NZ_MN918442.1	226	1320	T4SS_t4cp2	5.100e-12	39.300	0.622	0.105	618	756	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918442.1_00225	NZ_MN918442.1	224	634	T4SS_virb4	1.600e-76	252.100	0.544	0.905	27	600	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_OX281346.1_00123	NZ_OX281346.1	123	1370	T4SS_t4cp1	8.800e-06	19.800	0.555	0.045	330	390	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NZ_OX281346.1_00123	NZ_OX281346.1	123	1370	T4SS_t4cp2	7.800e-17	54.500	0.640	0.101	486	624	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NZ_OX281346.1_00016	NZ_OX281346.1	16	710	T4SS_virb4	1.500e-70	231.800	0.567	0.755	150	685	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NZ_QJOW01000005.1_00106	NZ_QJOW01000005.1	105	694	T4SS_t4cp2	1.300e-08	27.800	0.536	0.170	484	601	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QJOW01000005.1_00107	NZ_QJOW01000005.1	106	1456	T4SS_t4cp2	2.300e-12	40.000	0.622	0.096	733	872	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QJOW01000005.1_00106	NZ_QJOW01000005.1	105	694	T4SS_virb4	7.100e-80	262.800	0.563	0.856	68	661	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QJOW01000006.1_00062	NZ_QJOW01000006.1	62	1440	T4SS_t4cp2	5.900e-12	38.100	0.617	0.096	728	865	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QJOW01000006.1_00061	NZ_QJOW01000006.1	61	735	T4SS_virb4	4.800e-72	236.300	0.568	0.801	98	686	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
