protein_id	plasmid	cluster_id	cluster_rep
NZ_CP085883.1|NZ_CP085883.1_00092	NZ_CP085883.1	cluster_15737	NZ_CP095009.1|NZ_CP095009.1_00010
NZ_CP095485.1|NZ_CP095485.1_00122	NZ_CP095485.1	cluster_15737	NZ_CP095009.1|NZ_CP095009.1_00010
NZ_CP096020.1|NZ_CP096020.1_00496	NZ_CP096020.1	cluster_15737	NZ_CP095009.1|NZ_CP095009.1_00010
NZ_CP098519.1|NZ_CP098519.1_00106	NZ_CP098519.1	cluster_15737	NZ_CP095009.1|NZ_CP095009.1_00010
NZ_CP128378.1|NZ_CP128378.1_00295	NZ_CP128378.1	cluster_15737	NZ_CP095009.1|NZ_CP095009.1_00010
NZ_CP095009.1|NZ_CP095009.1_00022	NZ_CP095009.1	cluster_15738	NZ_CP095009.1|NZ_CP095009.1_00022
NZ_CP095009.1|NZ_CP095009.1_00036	NZ_CP095009.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NC_019976.1|NC_019976.1_00185	NC_019976.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
CP119805.1|CP119805.1_00265	CP119805.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NC_017943.1|NC_017943.1_00063	NC_017943.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NC_013964.1|NC_013964.1_00062	NC_013964.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP011948.1|NZ_CP011948.1_00152	NZ_CP011948.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP063206.1|NZ_CP063206.1_00055	NZ_CP063206.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP104742.1|NZ_CP104742.1_00406	NZ_CP104742.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP106967.1|NZ_CP106967.1_00127	NZ_CP106967.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP082288.1|NZ_CP082288.1_00289	NZ_CP082288.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP081960.1|NZ_CP081960.1_00435	NZ_CP081960.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP119786.1|NZ_CP119786.1_00257	NZ_CP119786.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NC_012030.1|NC_012030.1_00218	NC_012030.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP119786.1|NZ_CP119786.1_00014	NZ_CP119786.1	cluster_15739	NZ_CP095009.1|NZ_CP095009.1_00036
NZ_CP095009.1|NZ_CP095009.1_00039	NZ_CP095009.1	cluster_15740	NZ_CP095009.1|NZ_CP095009.1_00039
NZ_CP095010.1|NZ_CP095010.1_00060	NZ_CP095010.1	cluster_15868	NZ_CP095010.1|NZ_CP095010.1_00060
NZ_CP095007.1|NZ_CP095007.1_00185	NZ_CP095007.1	cluster_15868	NZ_CP095010.1|NZ_CP095010.1_00060
NZ_CP095010.1|NZ_CP095010.1_00061	NZ_CP095010.1	cluster_15869	NZ_CP095010.1|NZ_CP095010.1_00061
NZ_CP095010.1|NZ_CP095010.1_00062	NZ_CP095010.1	cluster_15870	NZ_CP095010.1|NZ_CP095010.1_00062
NZ_CP095010.1|NZ_CP095010.1_00064	NZ_CP095010.1	cluster_15871	NZ_CP095010.1|NZ_CP095010.1_00064
NZ_CP031306.1|NZ_CP031306.1_00144	NZ_CP031306.1	cluster_15871	NZ_CP095010.1|NZ_CP095010.1_00064
NC_019976.1|NC_019976.1_00099	NC_019976.1	cluster_15871	NZ_CP095010.1|NZ_CP095010.1_00064
NZ_CP084880.1|NZ_CP084880.1_00252	NZ_CP084880.1	cluster_15871	NZ_CP095010.1|NZ_CP095010.1_00064
NZ_CP095398.1|NZ_CP095398.1_00064	NZ_CP095398.1	cluster_15871	NZ_CP095010.1|NZ_CP095010.1_00064
NZ_CP100446.1|NZ_CP100446.1_00331	NZ_CP100446.1	cluster_15871	NZ_CP095010.1|NZ_CP095010.1_00064
NZ_CP095010.1|NZ_CP095010.1_00065	NZ_CP095010.1	cluster_15872	NZ_CP095010.1|NZ_CP095010.1_00065
NZ_CP095483.1|NZ_CP095483.1_00065	NZ_CP095483.1	cluster_15872	NZ_CP095010.1|NZ_CP095010.1_00065
NZ_LN831303.1|NZ_LN831303.1_00197	NZ_LN831303.1	cluster_15872	NZ_CP095010.1|NZ_CP095010.1_00065
NZ_CP095010.1|NZ_CP095010.1_00071	NZ_CP095010.1	cluster_15873	NZ_CP095010.1|NZ_CP095010.1_00071
NZ_CP095007.1|NZ_CP095007.1_00087	NZ_CP095007.1	cluster_15873	NZ_CP095010.1|NZ_CP095010.1_00071
NZ_CP095010.1|NZ_CP095010.1_00073	NZ_CP095010.1	cluster_15874	NZ_CP095010.1|NZ_CP095010.1_00073
NZ_CP095010.1|NZ_CP095010.1_00074	NZ_CP095010.1	cluster_15875	NZ_CP095010.1|NZ_CP095010.1_00074
NZ_CP095007.1|NZ_CP095007.1_00096	NZ_CP095007.1	cluster_15875	NZ_CP095010.1|NZ_CP095010.1_00074
NZ_CP095398.1|NZ_CP095398.1_00006	NZ_CP095398.1	cluster_15876	NZ_CP095398.1|NZ_CP095398.1_00006
CP031304.1|CP031304.1_00090	CP031304.1	cluster_15876	NZ_CP095398.1|NZ_CP095398.1_00006
NZ_CP095398.1|NZ_CP095398.1_00062	NZ_CP095398.1	cluster_15876	NZ_CP095398.1|NZ_CP095398.1_00006
NZ_CP119786.1|NZ_CP119786.1_00186	NZ_CP119786.1	cluster_15876	NZ_CP095398.1|NZ_CP095398.1_00006
NZ_CP095398.1|NZ_CP095398.1_00008	NZ_CP095398.1	cluster_15877	NZ_CP095398.1|NZ_CP095398.1_00008
NZ_CP095398.1|NZ_CP095398.1_00012	NZ_CP095398.1	cluster_15878	NZ_CP095398.1|NZ_CP095398.1_00012
NZ_CP095398.1|NZ_CP095398.1_00016	NZ_CP095398.1	cluster_15879	NZ_CP095398.1|NZ_CP095398.1_00016
NZ_CP095398.1|NZ_CP095398.1_00017	NZ_CP095398.1	cluster_15880	NZ_CP095398.1|NZ_CP095398.1_00017
NZ_CP095398.1|NZ_CP095398.1_00023	NZ_CP095398.1	cluster_15881	NZ_CP095398.1|NZ_CP095398.1_00023
NZ_CP095398.1|NZ_CP095398.1_00028	NZ_CP095398.1	cluster_15882	NZ_CP095398.1|NZ_CP095398.1_00028
NZ_CP095398.1|NZ_CP095398.1_00029	NZ_CP095398.1	cluster_15883	NZ_CP095398.1|NZ_CP095398.1_00029
NZ_CP095398.1|NZ_CP095398.1_00031	NZ_CP095398.1	cluster_15884	NZ_CP095398.1|NZ_CP095398.1_00031
NZ_CP095398.1|NZ_CP095398.1_00033	NZ_CP095398.1	cluster_15885	NZ_CP095398.1|NZ_CP095398.1_00033
NZ_CP095398.1|NZ_CP095398.1_00039	NZ_CP095398.1	cluster_15886	NZ_CP095398.1|NZ_CP095398.1_00039
NZ_CP095398.1|NZ_CP095398.1_00045	NZ_CP095398.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP100455.1|NZ_CP100455.1_00527	NZ_CP100455.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP045490.1|NZ_CP045490.1_00335	NZ_CP045490.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP120471.1|NZ_CP120471.1_00269	NZ_CP120471.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
CP119793.1|CP119793.1_00041	CP119793.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP119784.1|NZ_CP119784.1_00219	NZ_CP119784.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP084884.1|NZ_CP084884.1_00252	NZ_CP084884.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP031306.1|NZ_CP031306.1_00732	NZ_CP031306.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP100446.1|NZ_CP100446.1_00459	NZ_CP100446.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP119797.1|NZ_CP119797.1_00248	NZ_CP119797.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP084880.1|NZ_CP084880.1_00126	NZ_CP084880.1	cluster_15887	NZ_CP095398.1|NZ_CP095398.1_00045
NZ_CP095398.1|NZ_CP095398.1_00052	NZ_CP095398.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP045490.1|NZ_CP045490.1_00331	NZ_CP045490.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP031313.1|NZ_CP031313.1_00167	NZ_CP031313.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP084470.1|NZ_CP084470.1_00267	NZ_CP084470.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP095483.1|NZ_CP095483.1_00097	NZ_CP095483.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP100455.1|NZ_CP100455.1_00555	NZ_CP100455.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP106969.1|NZ_CP106969.1_00107	NZ_CP106969.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP119560.1|NZ_CP119560.1_00099	NZ_CP119560.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP073371.1|NZ_CP073371.1_00181	NZ_CP073371.1	cluster_15888	NZ_CP095398.1|NZ_CP095398.1_00052
NZ_CP095398.1|NZ_CP095398.1_00053	NZ_CP095398.1	cluster_15889	NZ_CP095398.1|NZ_CP095398.1_00053
NZ_CP100455.1|NZ_CP100455.1_00554	NZ_CP100455.1	cluster_15889	NZ_CP095398.1|NZ_CP095398.1_00053
NZ_CP119560.1|NZ_CP119560.1_00098	NZ_CP119560.1	cluster_15889	NZ_CP095398.1|NZ_CP095398.1_00053
NZ_CP045490.1|NZ_CP045490.1_00336	NZ_CP045490.1	cluster_15889	NZ_CP095398.1|NZ_CP095398.1_00053
NZ_CP073371.1|NZ_CP073371.1_00180	NZ_CP073371.1	cluster_15889	NZ_CP095398.1|NZ_CP095398.1_00053
NZ_CP084470.1|NZ_CP084470.1_00268	NZ_CP084470.1	cluster_15889	NZ_CP095398.1|NZ_CP095398.1_00053
NZ_CP095483.1|NZ_CP095483.1_00096	NZ_CP095483.1	cluster_15889	NZ_CP095398.1|NZ_CP095398.1_00053
NZ_CP106969.1|NZ_CP106969.1_00108	NZ_CP106969.1	cluster_15889	NZ_CP095398.1|NZ_CP095398.1_00053
NZ_CP095398.1|NZ_CP095398.1_00060	NZ_CP095398.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP095483.1|NZ_CP095483.1_00089	NZ_CP095483.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NC_013964.1|NC_013964.1_00179	NC_013964.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP011948.1|NZ_CP011948.1_00303	NZ_CP011948.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP104742.1|NZ_CP104742.1_00072	NZ_CP104742.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP106967.1|NZ_CP106967.1_00367	NZ_CP106967.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP007059.1|NZ_CP007059.1_00101	NZ_CP007059.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP045490.1|NZ_CP045490.1_00343	NZ_CP045490.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP073371.1|NZ_CP073371.1_00173	NZ_CP073371.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP084470.1|NZ_CP084470.1_00275	NZ_CP084470.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP119560.1|NZ_CP119560.1_00091	NZ_CP119560.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP100455.1|NZ_CP100455.1_00547	NZ_CP100455.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP106969.1|NZ_CP106969.1_00115	NZ_CP106969.1	cluster_15890	NZ_CP095398.1|NZ_CP095398.1_00060
NZ_CP095398.1|NZ_CP095398.1_00068	NZ_CP095398.1	cluster_15891	NZ_CP095398.1|NZ_CP095398.1_00068
NZ_CP082248.1|NZ_CP082248.1_00236	NZ_CP082248.1	cluster_15891	NZ_CP095398.1|NZ_CP095398.1_00068
NZ_CP096021.1|NZ_CP096021.1_00389	NZ_CP096021.1	cluster_15891	NZ_CP095398.1|NZ_CP095398.1_00068
NZ_CP109980.1|NZ_CP109980.1_00398	NZ_CP109980.1	cluster_15891	NZ_CP095398.1|NZ_CP095398.1_00068
NZ_CP110250.1|NZ_CP110250.1_00258	NZ_CP110250.1	cluster_15891	NZ_CP095398.1|NZ_CP095398.1_00068
NZ_CP127175.1|NZ_CP127175.1_00008	NZ_CP127175.1	cluster_15891	NZ_CP095398.1|NZ_CP095398.1_00068
NZ_CP095398.1|NZ_CP095398.1_00071	NZ_CP095398.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP082248.1|NZ_CP082248.1_00232	NZ_CP082248.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP096021.1|NZ_CP096021.1_00390	NZ_CP096021.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP109980.1|NZ_CP109980.1_00397	NZ_CP109980.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP110250.1|NZ_CP110250.1_00256	NZ_CP110250.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP127175.1|NZ_CP127175.1_00011	NZ_CP127175.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NC_007427.1|NC_007427.1_00102	NC_007427.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NC_019976.1|NC_019976.1_00203	NC_019976.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP039137.1|NZ_CP039137.1_00177	NZ_CP039137.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP058580.1|NZ_CP058580.1_00070	NZ_CP058580.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP073369.1|NZ_CP073369.1_00002	NZ_CP073369.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP082248.1|NZ_CP082248.1_00229	NZ_CP082248.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP095398.1|NZ_CP095398.1_00074	NZ_CP095398.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP096021.1|NZ_CP096021.1_00388	NZ_CP096021.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP109980.1|NZ_CP109980.1_00399	NZ_CP109980.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP110250.1|NZ_CP110250.1_00259	NZ_CP110250.1	cluster_15892	NZ_CP095398.1|NZ_CP095398.1_00071
NZ_CP095398.1|NZ_CP095398.1_00077	NZ_CP095398.1	cluster_15893	NZ_CP095398.1|NZ_CP095398.1_00077
NZ_CP095398.1|NZ_CP095398.1_00078	NZ_CP095398.1	cluster_15894	NZ_CP095398.1|NZ_CP095398.1_00078
NZ_CP095398.1|NZ_CP095398.1_00591	NZ_CP095398.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP027032.1|NZ_CP027032.1_00211	NZ_CP027032.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP024046.1|NZ_CP024046.1_00135	NZ_CP024046.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP054709.1|NZ_CP054709.1_00036	NZ_CP054709.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
CP031304.1|CP031304.1_00783	CP031304.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP069189.1|NZ_CP069189.1_00123	NZ_CP069189.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP019156.1|NZ_CP019156.1_00067	NZ_CP019156.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP119797.1|NZ_CP119797.1_00560	NZ_CP119797.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NC_013744.1|NC_013744.1_00630	NC_013744.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NC_013964.1|NC_013964.1_00197	NC_013964.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NC_015944.1|NC_015944.1_00012	NC_015944.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NC_015944.1|NC_015944.1_00291	NC_015944.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP007056.1|NZ_CP007056.1_00368	NZ_CP007056.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP010530.1|NZ_CP010530.1_00202	NZ_CP010530.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP010530.1|NZ_CP010530.1_00294	NZ_CP010530.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP031312.1|NZ_CP031312.1_00187	NZ_CP031312.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP039137.1|NZ_CP039137.1_00004	NZ_CP039137.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP040332.1|NZ_CP040332.1_00326	NZ_CP040332.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP044130.1|NZ_CP044130.1_00108	NZ_CP044130.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP044524.1|NZ_CP044524.1_00483	NZ_CP044524.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP045490.1|NZ_CP045490.1_00322	NZ_CP045490.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP054709.1|NZ_CP054709.1_00079	NZ_CP054709.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP054709.1|NZ_CP054709.1_00085	NZ_CP054709.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP069191.1|NZ_CP069191.1_00120	NZ_CP069191.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP073369.1|NZ_CP073369.1_00155	NZ_CP073369.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP090372.1|NZ_CP090372.1_00173	NZ_CP090372.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP095009.1|NZ_CP095009.1_00023	NZ_CP095009.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP104742.1|NZ_CP104742.1_00057	NZ_CP104742.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP106967.1|NZ_CP106967.1_00381	NZ_CP106967.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP111037.1|NZ_CP111037.1_00351	NZ_CP111037.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP119560.1|NZ_CP119560.1_00327	NZ_CP119560.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP119810.1|NZ_CP119810.1_00094	NZ_CP119810.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP126162.1|NZ_CP126162.1_00034	NZ_CP126162.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP126162.1|NZ_CP126162.1_00356	NZ_CP126162.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP126162.1|NZ_CP126162.1_00464	NZ_CP126162.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_JADPQC010000006.1|NZ_JADPQC010000006.1_00181	NZ_JADPQC010000006.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_LN831303.1|NZ_LN831303.1_00102	NZ_LN831303.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_LN831303.1|NZ_LN831303.1_00316	NZ_LN831303.1	cluster_16044	NZ_CP095398.1|NZ_CP095398.1_00591
NZ_CP095398.1|NZ_CP095398.1_00593	NZ_CP095398.1	cluster_16045	NZ_CP095398.1|NZ_CP095398.1_00593
NZ_CP095398.1|NZ_CP095398.1_00596	NZ_CP095398.1	cluster_16046	NZ_CP095398.1|NZ_CP095398.1_00596
NC_013746.1|NC_013746.1_00066	NC_013746.1	cluster_16046	NZ_CP095398.1|NZ_CP095398.1_00596
NZ_CP095398.1|NZ_CP095398.1_00597	NZ_CP095398.1	cluster_16047	NZ_CP095398.1|NZ_CP095398.1_00597
NZ_CP095398.1|NZ_CP095398.1_00605	NZ_CP095398.1	cluster_16048	NZ_CP095398.1|NZ_CP095398.1_00605
NZ_CP095398.1|NZ_CP095398.1_00607	NZ_CP095398.1	cluster_16049	NZ_CP095398.1|NZ_CP095398.1_00607
NZ_CP031312.1|NZ_CP031312.1_00121	NZ_CP031312.1	cluster_16049	NZ_CP095398.1|NZ_CP095398.1_00607
NZ_CP081960.1|NZ_CP081960.1_00034	NZ_CP081960.1	cluster_16049	NZ_CP095398.1|NZ_CP095398.1_00607
NZ_CP082248.1|NZ_CP082248.1_00661	NZ_CP082248.1	cluster_16049	NZ_CP095398.1|NZ_CP095398.1_00607
NZ_CP082288.1|NZ_CP082288.1_00268	NZ_CP082288.1	cluster_16049	NZ_CP095398.1|NZ_CP095398.1_00607
NZ_CP126155.1|NZ_CP126155.1_00190	NZ_CP126155.1	cluster_16049	NZ_CP095398.1|NZ_CP095398.1_00607
NZ_CP095398.1|NZ_CP095398.1_00609	NZ_CP095398.1	cluster_16050	NZ_CP095398.1|NZ_CP095398.1_00609
NZ_CP007058.1|NZ_CP007058.1_00156	NZ_CP007058.1	cluster_16050	NZ_CP095398.1|NZ_CP095398.1_00609
NZ_CP095398.1|NZ_CP095398.1_00611	NZ_CP095398.1	cluster_16051	NZ_CP095398.1|NZ_CP095398.1_00611
NZ_CP095398.1|NZ_CP095398.1_00612	NZ_CP095398.1	cluster_16052	NZ_CP095398.1|NZ_CP095398.1_00612
NZ_CP042240.1|NZ_CP042240.1_00090	NZ_CP042240.1	cluster_16052	NZ_CP095398.1|NZ_CP095398.1_00612
NZ_CP045489.1|NZ_CP045489.1_00134	NZ_CP045489.1	cluster_16052	NZ_CP095398.1|NZ_CP095398.1_00612
NZ_CP054709.1|NZ_CP054709.1_00083	NZ_CP054709.1	cluster_16052	NZ_CP095398.1|NZ_CP095398.1_00612
NZ_CP095398.1|NZ_CP095398.1_00613	NZ_CP095398.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
NZ_CP084474.1|NZ_CP084474.1_00225	NZ_CP084474.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
CP040679.1|CP040679.1_00057	CP040679.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
NZ_CP109980.1|NZ_CP109980.1_00161	NZ_CP109980.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
NZ_CP096021.1|NZ_CP096021.1_00038	NZ_CP096021.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
NZ_CP096021.1|NZ_CP096021.1_00127	NZ_CP096021.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
NZ_CP110250.1|NZ_CP110250.1_00024	NZ_CP110250.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
NZ_CP110250.1|NZ_CP110250.1_00501	NZ_CP110250.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
NZ_CP089594.1|NZ_CP089594.1_00136	NZ_CP089594.1	cluster_16053	NZ_CP095398.1|NZ_CP095398.1_00613
NZ_CP095398.1|NZ_CP095398.1_00614	NZ_CP095398.1	cluster_16054	NZ_CP095398.1|NZ_CP095398.1_00614
NZ_CP087722.1|NZ_CP087722.1_00025	NZ_CP087722.1	cluster_16054	NZ_CP095398.1|NZ_CP095398.1_00614
NZ_CP095398.1|NZ_CP095398.1_00617	NZ_CP095398.1	cluster_16055	NZ_CP095398.1|NZ_CP095398.1_00617
NZ_CP098520.1|NZ_CP098520.1_00077	NZ_CP098520.1	cluster_16055	NZ_CP095398.1|NZ_CP095398.1_00617
NZ_CP095398.1|NZ_CP095398.1_00625	NZ_CP095398.1	cluster_16056	NZ_CP095398.1|NZ_CP095398.1_00625
NZ_CP095398.1|NZ_CP095398.1_00629	NZ_CP095398.1	cluster_16057	NZ_CP095398.1|NZ_CP095398.1_00629
NZ_CP095398.1|NZ_CP095398.1_00630	NZ_CP095398.1	cluster_16058	NZ_CP095398.1|NZ_CP095398.1_00630
NZ_CP095398.1|NZ_CP095398.1_00632	NZ_CP095398.1	cluster_16059	NZ_CP095398.1|NZ_CP095398.1_00632
NZ_CP119788.1|NZ_CP119788.1_00090	NZ_CP119788.1	cluster_16059	NZ_CP095398.1|NZ_CP095398.1_00632
NZ_CP095398.1|NZ_CP095398.1_00633	NZ_CP095398.1	cluster_16060	NZ_CP095398.1|NZ_CP095398.1_00633
NZ_CP095398.1|NZ_CP095398.1_00636	NZ_CP095398.1	cluster_16061	NZ_CP095398.1|NZ_CP095398.1_00636
NZ_CP095398.1|NZ_CP095398.1_00639	NZ_CP095398.1	cluster_16062	NZ_CP095398.1|NZ_CP095398.1_00639
NZ_CP095398.1|NZ_CP095398.1_00640	NZ_CP095398.1	cluster_16063	NZ_CP095398.1|NZ_CP095398.1_00640
NZ_CP095398.1|NZ_CP095398.1_00645	NZ_CP095398.1	cluster_16064	NZ_CP095398.1|NZ_CP095398.1_00645
NZ_CP095398.1|NZ_CP095398.1_00646	NZ_CP095398.1	cluster_16065	NZ_CP095398.1|NZ_CP095398.1_00646
NZ_CP095398.1|NZ_CP095398.1_00650	NZ_CP095398.1	cluster_16066	NZ_CP095398.1|NZ_CP095398.1_00650
NZ_CP095398.1|NZ_CP095398.1_00651	NZ_CP095398.1	cluster_16067	NZ_CP095398.1|NZ_CP095398.1_00651
NZ_CP095398.1|NZ_CP095398.1_00652	NZ_CP095398.1	cluster_16068	NZ_CP095398.1|NZ_CP095398.1_00652
NZ_CP095398.1|NZ_CP095398.1_00653	NZ_CP095398.1	cluster_16069	NZ_CP095398.1|NZ_CP095398.1_00653
NZ_CP095398.1|NZ_CP095398.1_00654	NZ_CP095398.1	cluster_16070	NZ_CP095398.1|NZ_CP095398.1_00654
CP046867.1|CP046867.1_00251	CP046867.1	cluster_16070	NZ_CP095398.1|NZ_CP095398.1_00654
CP040680.1|CP040680.1_00084	CP040680.1	cluster_16070	NZ_CP095398.1|NZ_CP095398.1_00654
NZ_CP019068.1|NZ_CP019068.1_00080	NZ_CP019068.1	cluster_16070	NZ_CP095398.1|NZ_CP095398.1_00654
NZ_CP054708.1|NZ_CP054708.1_00419	NZ_CP054708.1	cluster_16070	NZ_CP095398.1|NZ_CP095398.1_00654
NZ_CP111037.1|NZ_CP111037.1_00064	NZ_CP111037.1	cluster_16070	NZ_CP095398.1|NZ_CP095398.1_00654
